claim_id,policy_start_date,claim_date,city,policy_type,sales_channel,vehicle_type,customer_age,annual_premium,claim_amount,past_claims_count,days_since_policy_start,documents_submitted,is_fraud,policy_tenure_days,claim_ratio,risk_score
CL090280,2023-09-25,2024-10-01,Kolkata,Motor,App,Car,37.0,9896.0,49441.0,2.0,0.0,2.0,0,372.0,4.996059013742927,4.0
CL119670,2025-02-12,2025-06-09,Hyderabad,Home,App,Unknown,59.0,11889.0,20155.0,5.0,239.0,3.0,1,117.0,1.6952645302380351,247.0
CL212003,2024-10-01,2025-10-06,Delhi,Health,Website,Unknown,31.0,8546.0,22809.0,0.0,43.0,5.0,1,370.0,2.6689679382167095,48.0
CL147857,2023-04-09,2024-11-16,Mumbai,Health,Website,Unknown,18.0,14197.0,36192.0,1.0,0.0,5.0,0,587.0,2.54927097274072,6.0
CL241094,2025-04-09,2025-08-29,Mumbai,Home,App,Unknown,35.0,8556.0,40840.0,3.0,188.0,2.0,1,142.0,4.77325853202431,193.0
CL063176,2024-09-17,2024-10-01,Chennai,Health,Partner,Unknown,27.0,12018.0,17368.0,1.0,140.0,5.0,0,14.0,1.4451655849558995,146.0
CL039095,2024-06-15,2024-07-11,Delhi,Travel,Agent,Unknown,39.0,5055.0,29133.0,0.0,263.0,7.0,1,26.0,5.7632047477744806,270.0
CL124785,2024-12-12,2025-03-14,Chennai,Home,App,Unknown,19.0,9211.0,34938.0,3.0,50.0,7.0,0,92.0,3.7930734990771904,60.0
CL114060,2023-02-06,2024-11-16,Kolkata,Health,Agent,Unknown,46.0,10851.0,98615.0,0.0,86.0,0.0,1,649.0,9.088102479034191,86.0
CL256001,2024-03-05,2024-08-17,Bengaluru,Health,Partner,Unknown,25.0,6333.0,37798.0,2.0,191.0,3.0,1,165.0,5.968419390494237,196.0
CL159824,2023-10-15,2024-10-01,Mumbai,Health,Website,Unknown,36.0,9405.0,95044.0,0.0,51.0,2.0,1,352.0,10.105688463583201,53.0
CL024986,2023-11-11,2024-10-01,Pune,Motor,Agent,Unknown,18.0,11578.0,67338.0,1.0,254.0,4.0,1,325.0,5.816030402487476,259.0
CL192038,2024-10-01,2024-11-04,Kolkata,Travel,App,Unknown,23.0,12272.0,44301.0,0.0,98.0,0.0,1,34.0,3.609925032594524,98.0
CL137214,2025-10-26,2025-12-10,Ahmedabad,Home,Partner,Unknown,52.0,282.0,0.0,2.0,0.0,3.0,0,45.0,0.0,5.0
CL224244,2023-10-22,2024-10-01,Delhi,Travel,Agent,Unknown,46.0,7820.0,69050.0,1.0,188.0,2.0,1,345.0,8.82992327365729,191.0
CL298999,2025-01-30,2025-04-03,Delhi,Health,App,Unknown,39.0,2915.0,57205.0,1.0,243.0,4.0,1,63.0,19.62435677530017,248.0
CL173942,2024-04-29,2024-12-12,Kolkata,Travel,Agent,Unknown,44.0,11469.0,26681.0,1.0,83.0,1.0,0,227.0,2.326358008544773,85.0
CL049327,2023-09-29,2024-10-01,Delhi,Travel,Agent,Unknown,48.0,8753.0,49893.0,1.0,0.0,2.0,0,368.0,5.7001028218896375,3.0
CL076751,2023-02-07,2023-11-25,Delhi,Health,Agent,Unknown,23.0,8940.0,8382.0,0.0,113.0,6.0,1,291.0,0.9375838926174497,119.0
CL118064,2023-07-12,2025-11-05,Delhi,Motor,App,Bike,31.0,8851.0,33428.0,1.0,103.0,5.0,1,847.0,3.776748390012428,109.0
CL261445,2024-12-19,2025-07-11,Hyderabad,Home,Partner,Unknown,29.0,12158.0,45872.0,1.0,171.0,3.0,1,204.0,3.772988978450403,175.0
CL052782,2024-08-01,2025-03-11,Jaipur,Home,Agent,Unknown,55.0,8754.0,83886.0,3.0,366.0,6.0,1,222.0,9.582590815627142,375.0
CL251507,2024-10-01,2025-04-02,Chennai,Health,Partner,Unknown,56.0,11976.0,79154.0,3.0,173.0,2.0,1,183.0,6.60938543754175,178.0
CL150715,2024-10-01,2025-10-14,Pune,Motor,Website,Bike,18.0,4938.0,123130.0,1.0,197.0,2.0,1,378.0,24.93519643580397,200.0
CL021329,2024-10-01,2025-07-22,Delhi,Travel,Agent,Unknown,35.0,3627.0,54954.0,1.0,321.0,7.0,1,294.0,15.15136476426799,329.0
CL277879,2024-10-01,2025-11-19,Kolkata,Home,Agent,Unknown,18.0,10083.0,25548.0,2.0,203.0,0.0,1,414.0,2.533769711395418,205.0
CL262443,2024-07-18,2024-10-01,Pune,Motor,Website,Bike,42.0,6980.0,48226.0,0.0,0.0,6.0,0,75.0,6.909169054441261,6.0
CL048380,2024-10-01,2025-09-22,Bengaluru,Health,Website,Unknown,38.0,3580.0,27983.0,1.0,79.0,4.0,1,356.0,7.8164804469273745,84.0
CL170762,2023-06-11,2024-09-17,Mumbai,Health,Partner,Unknown,36.0,4906.0,59150.0,0.0,178.0,1.0,1,464.0,12.056665307786384,179.0
CL025351,2024-10-01,2025-07-11,Chennai,Travel,App,Unknown,34.0,9832.0,29938.0,1.0,392.0,1.0,1,283.0,3.0449552481692432,394.0
CL263140,2024-09-17,2025-05-11,Ahmedabad,Health,Partner,Unknown,30.0,10911.0,28383.0,1.0,143.0,2.0,1,236.0,2.6013197690404177,146.0
CL163346,2023-06-07,2024-10-01,Mumbai,Motor,Agent,Bike,45.0,14618.0,45971.0,2.0,204.0,4.0,1,482.0,3.144821453003147,210.0
CL058516,2023-11-28,2025-10-06,Mumbai,Travel,App,Unknown,44.0,15102.0,97103.0,4.0,140.0,5.0,0,678.0,6.4298106211097865,149.0
CL231175,2024-06-06,2024-09-01,Delhi,Travel,Website,Unknown,56.0,12311.0,55996.0,2.0,195.0,1.0,1,87.0,4.548452603362846,198.0
CL131373,2024-10-01,2024-12-29,Jaipur,Travel,App,Unknown,43.0,6072.0,94099.0,1.0,228.0,4.0,1,89.0,15.497200263504611,233.0
CL277148,2023-06-27,2025-08-12,Kolkata,Motor,App,Bike,44.0,4773.0,26623.0,1.0,117.0,15.0,0,777.0,5.577833647601089,133.0
CL154148,2023-08-10,2025-01-27,Bengaluru,Motor,Agent,Bike,19.0,4652.0,22433.0,1.0,45.0,3.0,0,536.0,4.822226999140155,49.0
CL229501,2023-08-07,2024-10-14,Hyderabad,Motor,Partner,Unknown,25.0,11399.0,35216.0,1.0,237.0,2.0,1,434.0,3.089393806474252,240.0
CL253927,2024-06-13,2024-10-01,Mumbai,Travel,Agent,Unknown,32.0,3605.0,4600.0,2.0,256.0,3.0,1,110.0,1.2760055478502081,261.0
CL106963,2024-10-01,2025-04-22,Bengaluru,Travel,Partner,Unknown,18.0,5448.0,60761.0,0.0,139.0,1.0,1,203.0,11.152900146842878,140.0
CL262300,2024-03-12,2025-11-18,Pune,Motor,Website,Bike,53.0,9592.0,50671.0,4.0,71.0,7.0,1,616.0,5.2826313594662215,82.0
CL007799,2024-06-14,2024-10-01,Ahmedabad,Health,Agent,Unknown,27.0,8240.0,93982.0,2.0,86.0,3.0,1,109.0,11.405582524271844,91.0
CL169541,2023-10-04,2024-10-01,Delhi,Motor,Partner,Bike,28.0,11400.0,76688.0,2.0,134.0,3.0,1,363.0,6.727017543859649,139.0
CL247471,2024-09-17,2024-10-01,Kolkata,Motor,Agent,Unknown,52.0,13226.0,48921.0,2.0,216.0,1.0,1,14.0,3.6988507485256314,219.0
CL173621,2024-09-17,2025-01-10,Delhi,Home,App,Unknown,31.0,14330.0,77487.0,3.0,151.0,3.0,1,115.0,5.407327285415213,157.0
CL218290,2024-09-04,2025-08-07,Mumbai,Travel,App,Unknown,29.0,10792.0,62293.0,1.0,132.0,3.0,1,337.0,5.7721460340993325,136.0
CL181917,2024-09-17,2024-10-01,Delhi,Motor,Partner,Unknown,29.0,13734.0,0.0,0.0,88.0,4.0,1,14.0,0.0,92.0
CL272321,2023-03-09,2023-07-28,Jaipur,Travel,Website,Unknown,29.0,8406.0,27899.0,2.0,250.0,6.0,1,141.0,3.318938853200095,258.0
CL168532,2024-10-01,2025-07-29,Kolkata,Travel,Agent,Unknown,33.0,60000.0,66862.0,2.0,0.0,1.0,0,301.0,1.1143666666666667,3.0
CL130008,2024-10-01,2025-03-17,Pune,Home,Agent,Unknown,21.0,4172.0,67223.0,2.0,78.0,1.0,0,167.0,16.112895493767976,81.0
CL298036,2023-06-09,2024-09-17,Mumbai,Travel,Partner,Unknown,34.0,4862.0,78221.0,1.0,124.0,1.0,1,466.0,16.08823529411765,126.0
CL117337,2023-07-10,2025-02-10,Mumbai,Motor,Website,Unknown,18.0,7441.0,101174.0,1.0,242.0,2.0,1,581.0,13.596828383281817,245.0
CL085293,2024-03-18,2024-07-07,Bengaluru,Home,Partner,Unknown,34.0,8854.0,33756.0,0.0,184.0,5.0,1,111.0,3.8125141179128077,189.0
CL236783,2024-10-01,2024-11-19,Hyderabad,Home,Website,Unknown,46.0,8788.0,56139.0,0.0,269.0,6.0,1,49.0,6.38814292216659,275.0
CL288607,2024-01-19,2024-10-01,Chennai,Home,Agent,Unknown,20.0,4472.0,46552.0,2.0,206.0,6.0,1,256.0,10.409660107334526,214.0
CL161129,2023-08-07,2024-10-01,Pune,Health,Agent,Unknown,37.0,12567.0,10261.0,0.0,180.0,3.0,1,421.0,0.8165035410201321,183.0
CL039490,2024-10-01,2025-10-26,Pune,Home,Agent,Unknown,34.0,8737.0,77779.0,0.0,351.0,9.0,1,390.0,8.902254778528098,360.0
CL111906,2023-08-22,2024-10-01,Pune,Motor,Agent,Unknown,39.0,9238.0,55491.0,3.0,156.0,0.0,1,406.0,6.006819657934618,159.0
CL280116,2024-10-01,2025-04-01,Delhi,Home,App,Unknown,25.0,6426.0,15310.0,0.0,201.0,6.0,1,182.0,2.382508558979147,207.0
CL184118,2024-10-01,2025-01-10,Delhi,Health,Website,Unknown,41.0,8542.0,94361.0,0.0,239.0,5.0,1,101.0,11.046710372278154,244.0
CL280115,2023-11-03,2024-10-01,Hyderabad,Travel,Partner,Unknown,33.0,14964.0,37001.0,0.0,163.0,6.0,1,333.0,2.472667735899492,169.0
CL262941,2024-10-01,2025-10-26,Pune,Health,Website,Unknown,44.0,9964.0,21129.0,0.0,147.0,5.0,1,390.0,2.120533922119631,152.0
CL084745,2024-10-01,2024-12-23,Chennai,Motor,Agent,Bike,56.0,11571.0,61963.0,0.0,10.0,3.0,1,83.0,5.355025494771411,13.0
CL147219,2023-07-13,2024-10-01,Pune,Travel,App,Unknown,34.0,8204.0,20821.0,0.0,115.0,4.0,0,446.0,2.537908337396392,119.0
CL059290,2024-10-01,2025-02-16,Hyderabad,Motor,Partner,Bike,22.0,9943.0,15017.0,0.0,271.0,0.0,1,138.0,1.51030875993161,271.0
CL055694,2024-09-17,2024-10-01,Delhi,Home,Agent,Unknown,51.0,4794.0,18914.0,1.0,48.0,2.0,1,14.0,3.9453483521068002,51.0
CL108902,2024-09-07,2025-01-10,Jaipur,Motor,Agent,Unknown,32.0,19729.0,59392.0,12.0,232.0,3.0,1,125.0,3.0103907952759896,247.0
CL161881,2024-10-01,2025-12-01,Pune,Travel,Agent,Unknown,39.0,8865.0,18352.0,0.0,121.0,2.0,1,426.0,2.070163564579808,123.0
CL208673,2023-08-07,2024-10-01,Mumbai,Home,Partner,Unknown,35.0,16947.0,81484.0,2.0,148.0,0.0,1,421.0,4.80816663716292,150.0
CL246861,2024-10-01,2025-05-20,Hyderabad,Home,Agent,Unknown,44.0,3376.0,14561.0,0.0,7.0,3.0,0,231.0,4.313092417061611,10.0
CL054867,2023-07-06,2024-10-01,Hyderabad,Home,Agent,Unknown,31.0,5784.0,22477.0,2.0,220.0,6.0,1,453.0,3.8860650069156293,228.0
CL279067,2024-06-12,2024-11-03,Chennai,Health,Partner,Unknown,35.0,12200.0,68698.0,2.0,107.0,6.0,1,144.0,5.630983606557377,115.0
CL115532,2024-10-01,2025-10-05,Hyderabad,Travel,Agent,Unknown,19.0,10036.0,76074.0,2.0,64.0,1.0,1,369.0,7.580111598246313,67.0
CL054984,2024-09-03,2024-09-17,Jaipur,Health,Partner,Unknown,35.0,6200.0,39737.0,2.0,290.0,4.0,1,14.0,6.409193548387097,296.0
CL223038,2024-10-01,2025-01-22,Hyderabad,Home,App,Unknown,36.0,8940.0,41728.0,2.0,62.0,5.0,1,113.0,4.6675615212527966,69.0
CL236518,2025-04-03,2025-12-03,Ahmedabad,Travel,Agent,Unknown,49.0,6811.0,33082.0,2.0,119.0,3.0,0,244.0,4.857142857142857,124.0
CL014262,2023-07-02,2024-10-01,Jaipur,Motor,App,Bike,35.0,17209.0,22188.0,1.0,173.0,0.0,1,457.0,1.2893253530129583,174.0
CL165127,2024-10-01,2025-06-21,Kolkata,Home,Partner,Unknown,47.0,7046.0,46552.0,1.0,93.0,6.0,1,263.0,6.606869145614533,100.0
CL159204,2024-05-03,2025-11-06,Mumbai,Home,App,Unknown,47.0,10903.0,26311.0,0.0,270.0,0.0,1,552.0,2.4131890305420525,270.0
CL125009,2024-09-21,2024-10-01,Ahmedabad,Travel,Agent,Unknown,50.0,2518.0,47374.0,2.0,257.0,2.0,1,10.0,18.814138204924543,261.0
CL273110,2024-02-01,2025-07-01,Mumbai,Travel,Partner,Unknown,53.0,9291.0,30122.0,0.0,122.0,2.0,0,516.0,3.2420622107415777,124.0
CL214066,2024-07-01,2025-05-23,Delhi,Travel,Partner,Unknown,47.0,1641.0,29933.0,1.0,124.0,6.0,1,326.0,18.240706886045093,131.0
CL167926,2024-02-24,2024-10-01,Delhi,Motor,Partner,Unknown,21.0,9672.0,46552.0,2.0,214.0,1.0,1,220.0,4.813068651778329,217.0
CL026540,2023-03-12,2025-05-14,Bengaluru,Travel,Website,Unknown,33.0,16827.0,66538.0,4.0,117.0,4.0,1,794.0,3.954240209187615,125.0
CL287940,2024-04-17,2024-10-01,Delhi,Motor,Website,Unknown,50.0,12990.0,0.0,0.0,0.0,4.0,1,167.0,0.0,4.0
CL179932,2025-07-09,2025-10-12,Chennai,Health,Agent,Unknown,34.0,8298.0,71322.0,2.0,280.0,1.0,1,95.0,8.595083152566884,283.0
CL060703,2024-10-01,2025-02-21,Mumbai,Travel,Partner,Unknown,31.0,8940.0,46552.0,1.0,22.0,2.0,0,143.0,5.207158836689038,25.0
CL076403,2023-09-09,2024-10-01,Hyderabad,Home,Website,Unknown,18.0,6150.0,0.0,1.0,249.0,5.0,1,388.0,0.0,255.0
CL172295,2024-07-03,2025-12-21,Hyderabad,Travel,Website,Unknown,42.0,3904.0,43249.0,3.0,237.0,2.0,1,536.0,11.078125,242.0
CL173866,2024-02-24,2025-12-09,Jaipur,Home,Website,Unknown,38.0,4782.0,21035.0,0.0,132.0,2.0,1,654.0,4.398787118360518,134.0
CL195745,2024-10-01,2024-11-24,Mumbai,Health,Website,Unknown,32.0,10852.0,26338.0,0.0,114.0,3.0,1,54.0,2.427018061186878,117.0
CL117633,2024-02-29,2024-10-01,Chennai,Travel,Website,Unknown,30.0,10152.0,11592.0,0.0,152.0,1.0,1,215.0,1.1418439716312057,153.0
CL166029,2024-01-07,2024-09-17,Chennai,Travel,Agent,Unknown,43.0,8940.0,27852.0,2.0,0.0,3.0,0,254.0,3.1154362416107384,5.0
CL239054,2024-02-13,2024-10-01,Mumbai,Home,Website,Unknown,53.0,8661.0,46552.0,2.0,171.0,1.0,1,231.0,5.374898972405034,174.0
CL297719,2023-08-22,2025-07-02,Delhi,Travel,Website,Unknown,32.0,4353.0,55970.0,4.0,204.0,4.0,1,680.0,12.857799218929474,212.0
CL027210,2023-02-11,2024-04-27,Ahmedabad,Motor,Agent,Car,18.0,9906.0,20724.0,2.0,144.0,3.0,1,441.0,2.0920654149000604,149.0
CL259034,2023-09-12,2024-10-01,Bengaluru,Home,Agent,Unknown,31.0,3689.0,27446.0,0.0,118.0,15.0,1,385.0,7.439956627812415,133.0
CL171038,2024-07-01,2025-11-10,Ahmedabad,Home,Website,Unknown,48.0,5390.0,42557.0,0.0,248.0,4.0,1,497.0,7.895547309833024,252.0
CL203713,2024-08-19,2024-10-01,Hyderabad,Motor,App,Car,28.0,7293.0,15334.0,1.0,150.0,3.0,1,43.0,2.1025641025641026,154.0
CL084509,2024-04-19,2024-10-01,Bengaluru,Motor,App,Unknown,45.0,5845.0,43800.0,1.0,80.0,4.0,1,165.0,7.493584260051326,85.0
CL261001,2024-09-17,2024-10-01,Kolkata,Health,Website,Unknown,34.0,10429.0,79619.0,0.0,211.0,2.0,1,14.0,7.634384888292262,213.0
CL116163,2023-09-12,2024-10-01,Mumbai,Travel,Website,Unknown,22.0,5634.0,0.0,1.0,131.0,3.0,1,385.0,0.0,135.0
CL252921,2024-10-01,2025-07-19,Hyderabad,Travel,Website,Unknown,47.0,8191.0,68058.0,0.0,28.0,3.0,0,291.0,8.308875595165425,31.0
CL046681,2025-10-02,2025-11-03,Jaipur,Motor,Website,Unknown,45.0,12775.0,32536.0,1.0,108.0,4.0,1,32.0,2.546849315068493,113.0
CL114029,2024-01-30,2025-06-03,Chennai,Health,Agent,Unknown,95.0,7738.0,43125.0,1.0,187.0,3.0,1,490.0,5.5731455156371155,191.0
CL201179,2024-10-01,2025-12-30,Bengaluru,Health,App,Unknown,31.0,4424.0,93636.0,1.0,40.0,5.0,0,455.0,21.165461121157325,46.0
CL191835,2024-04-27,2024-10-01,Jaipur,Motor,Website,Unknown,46.0,9226.0,67225.0,1.0,102.0,3.0,0,157.0,7.286473011055712,106.0
CL266900,2024-12-10,2025-12-16,Chennai,Home,Website,Unknown,39.0,4971.0,33010.0,3.0,52.0,4.0,1,371.0,6.64051498692416,59.0
CL271894,2024-10-01,2025-09-08,Delhi,Travel,Agent,Unknown,31.0,6120.0,75992.0,0.0,28.0,4.0,0,342.0,12.416993464052288,32.0
CL030969,2024-03-12,2024-10-01,Bengaluru,Health,Website,Unknown,42.0,3691.0,55925.0,1.0,9.0,3.0,0,203.0,15.151720400975345,13.0
CL155654,2024-09-17,2024-10-01,Pune,Home,Partner,Unknown,53.0,8940.0,53098.0,1.0,197.0,5.0,1,14.0,5.939373601789709,203.0
CL018769,2024-08-03,2024-10-01,Jaipur,Travel,Website,Unknown,42.0,8940.0,57717.0,1.0,182.0,3.0,1,59.0,6.456040268456376,186.0
CL214563,2024-07-21,2024-10-01,Bengaluru,Travel,Website,Unknown,59.0,4286.0,56390.0,1.0,123.0,1.0,1,72.0,13.156789547363509,125.0
CL160746,2024-01-12,2024-10-01,Kolkata,Travel,Agent,Unknown,50.0,9774.0,17263.0,2.0,265.0,3.0,1,263.0,1.7662164927358297,270.0
CL152109,2024-03-12,2025-11-11,Pune,Home,Partner,Unknown,50.0,4128.0,300000.0,3.0,242.0,1.0,1,609.0,72.67441860465117,246.0
CL003718,2025-03-01,2025-11-10,Chennai,Motor,Agent,Car,44.0,6824.0,46552.0,1.0,0.0,3.0,0,254.0,6.821805392731536,4.0
CL002597,2024-01-03,2025-10-18,Ahmedabad,Travel,Partner,Unknown,36.0,8940.0,62372.0,2.0,317.0,3.0,1,654.0,6.976733780760626,322.0
CL197200,2023-08-12,2025-08-22,Mumbai,Home,Partner,Unknown,38.0,10481.0,70813.0,3.0,194.0,1.0,1,741.0,6.756320961740292,198.0
CL248029,2024-09-15,2025-01-05,Bengaluru,Health,Website,Unknown,20.0,2292.0,13428.0,1.0,178.0,3.0,0,112.0,5.858638743455497,182.0
CL051282,2024-10-01,2025-04-15,Bengaluru,Home,Website,Unknown,46.0,9070.0,25941.0,2.0,30.0,4.0,0,196.0,2.860088202866593,36.0
CL276734,2024-12-16,2025-04-06,Mumbai,Home,App,Unknown,47.0,14062.0,12439.0,2.0,198.0,1.0,1,111.0,0.884582562935571,201.0
CL079528,2024-06-12,2024-10-01,Chennai,Motor,Agent,Bike,19.0,6830.0,59905.0,1.0,47.0,3.0,1,111.0,8.77086383601757,51.0
CL119805,2025-01-03,2025-06-05,Chennai,Health,Agent,Unknown,50.0,8806.0,59870.0,2.0,119.0,1.0,1,153.0,6.798773563479446,122.0
CL043660,2025-02-12,2025-05-13,Ahmedabad,Travel,Website,Unknown,18.0,9587.0,54889.0,1.0,213.0,3.0,1,90.0,5.725357254615625,217.0
CL006897,2025-05-09,2025-12-18,Bengaluru,Travel,Website,Unknown,18.0,12098.0,60190.0,1.0,213.0,3.0,1,223.0,4.975202512812035,217.0
CL140966,2023-11-07,2024-04-26,Chennai,Motor,App,Unknown,41.0,10904.0,41753.0,1.0,193.0,1.0,1,171.0,3.829145267791636,195.0
CL228883,2024-10-01,2025-08-18,Mumbai,Motor,App,Car,26.0,8940.0,79771.0,1.0,175.0,4.0,1,321.0,8.922930648769574,180.0
CL198974,2023-07-20,2024-10-01,Chennai,Travel,App,Unknown,23.0,10452.0,76300.0,0.0,78.0,5.0,0,439.0,7.300038270187524,83.0
CL076631,2024-09-10,2024-10-01,Hyderabad,Travel,Agent,Unknown,49.0,9106.0,50361.0,1.0,216.0,4.0,1,21.0,5.530529321326598,221.0
CL158954,2024-10-01,2025-01-29,Bengaluru,Health,Website,Unknown,46.0,4170.0,65171.0,1.0,0.0,0.0,0,120.0,15.628537170263789,1.0
CL070379,2023-08-16,2024-10-01,Ahmedabad,Home,App,Unknown,72.0,2265.0,55650.0,3.0,186.0,7.0,1,412.0,24.56953642384106,196.0
CL046580,2024-09-17,2024-10-01,Bengaluru,Motor,Partner,Car,45.0,5124.0,18848.0,1.0,166.0,0.0,1,14.0,3.678376268540203,167.0
CL114531,2024-06-19,2024-11-07,Bengaluru,Motor,Partner,Bike,49.0,5963.0,62981.0,1.0,15.0,3.0,0,141.0,10.561965453630723,19.0
CL290046,2024-02-16,2024-10-01,Jaipur,Travel,Agent,Unknown,46.0,7308.0,42898.0,2.0,273.0,4.0,1,228.0,5.870005473453749,279.0
CL236099,2023-08-06,2025-12-26,Kolkata,Motor,Website,Bike,32.0,13988.0,58464.0,1.0,77.0,5.0,1,873.0,4.179582499285101,83.0
CL208765,2023-12-02,2024-10-01,Kolkata,Motor,Partner,Car,25.0,10509.0,72471.0,0.0,66.0,2.0,1,304.0,6.896089066514416,68.0
CL132721,2024-10-01,2024-11-27,Delhi,Motor,Agent,Car,30.0,9868.0,0.0,2.0,232.0,2.0,1,57.0,0.0,236.0
CL274523,2024-10-01,2025-04-01,Hyderabad,Home,Website,Unknown,45.0,11245.0,94321.0,0.0,0.0,2.0,0,182.0,8.387816807469987,2.0
CL060282,2024-11-08,2025-09-11,Kolkata,Travel,App,Unknown,31.0,12223.0,51365.0,3.0,0.0,2.0,0,307.0,4.202323488505277,5.0
CL085727,2024-10-01,2025-02-03,Hyderabad,Health,Partner,Unknown,35.0,16068.0,63492.0,5.0,38.0,2.0,1,125.0,3.9514563106796117,45.0
CL023417,2024-09-17,2024-10-01,Delhi,Motor,Website,Unknown,29.0,5688.0,2339.0,1.0,103.0,3.0,1,14.0,0.41121659634317864,107.0
CL195856,2023-08-13,2024-10-01,Chennai,Motor,Partner,Bike,47.0,11795.0,59423.0,1.0,58.0,2.0,1,415.0,5.037982195845697,61.0
CL295161,2024-10-01,2025-06-26,Mumbai,Home,Agent,Unknown,40.0,4580.0,23504.0,2.0,0.0,3.0,0,268.0,5.131877729257642,5.0
CL025210,2024-05-06,2025-09-16,Pune,Health,Agent,Unknown,31.0,8238.0,19415.0,2.0,98.0,0.0,1,498.0,2.356761349842195,100.0
CL050062,2023-08-17,2024-10-01,Hyderabad,Motor,Partner,Car,22.0,12112.0,123945.0,1.0,119.0,4.0,1,411.0,10.233239762219286,124.0
CL147611,2024-10-01,2025-07-14,Ahmedabad,Travel,App,Unknown,40.0,3582.0,41491.0,0.0,137.0,5.0,1,286.0,11.583193746510329,142.0
CL125509,2023-10-30,2024-10-01,Chennai,Home,Partner,Unknown,22.0,8765.0,0.0,1.0,0.0,2.0,0,337.0,0.0,3.0
CL222204,2024-10-01,2025-09-08,Kolkata,Travel,App,Unknown,46.0,13395.0,106927.0,2.0,62.0,1.0,0,342.0,7.9826054497947,65.0
CL282315,2024-06-12,2024-10-01,Chennai,Health,App,Unknown,34.0,3830.0,66685.0,2.0,281.0,2.0,1,111.0,17.411227154046998,285.0
CL085672,2023-07-27,2023-10-06,Ahmedabad,Motor,Partner,Bike,33.0,7934.0,33355.0,1.0,151.0,4.0,1,71.0,4.204058482480463,156.0
CL140295,2024-10-01,2025-10-02,Delhi,Travel,Agent,Unknown,32.0,13085.0,82842.0,2.0,180.0,0.0,1,366.0,6.331066106228506,182.0
CL059125,2023-11-26,2024-10-01,Mumbai,Health,Partner,Unknown,48.0,7897.0,33637.0,1.0,223.0,4.0,1,310.0,4.259465619855641,228.0
CL219680,2024-10-01,2025-10-19,Chennai,Travel,Partner,Unknown,44.0,13172.0,55610.0,0.0,103.0,3.0,1,383.0,4.221834193744306,106.0
CL032014,2024-03-06,2024-08-13,Hyderabad,Motor,Agent,Bike,43.0,8604.0,51708.0,2.0,286.0,4.0,1,160.0,6.00976290097629,292.0
CL136313,2023-08-09,2024-10-01,Jaipur,Motor,Partner,Bike,42.0,8940.0,0.0,1.0,364.0,4.0,1,419.0,0.0,369.0
CL028918,2024-10-03,2025-06-05,Delhi,Motor,App,Bike,27.0,12618.0,0.0,0.0,4.0,5.0,1,245.0,0.0,9.0
CL272041,2024-10-01,2025-08-21,Pune,Travel,Partner,Unknown,40.0,9073.0,0.0,2.0,136.0,3.0,1,324.0,0.0,141.0
CL072994,2025-04-05,2025-07-29,Delhi,Health,Website,Unknown,38.0,4831.0,46552.0,1.0,33.0,8.0,0,115.0,9.636100186296833,42.0
CL081776,2023-01-08,2023-09-20,Ahmedabad,Home,App,Unknown,23.0,8192.0,5796.0,2.0,186.0,2.0,1,255.0,0.70751953125,190.0
CL206138,2023-07-11,2024-10-01,Ahmedabad,Travel,App,Unknown,37.0,2951.0,73672.0,3.0,147.0,3.0,1,448.0,24.965096577431378,153.0
CL211250,2024-09-17,2024-10-01,Bengaluru,Travel,Partner,Unknown,42.0,8849.0,82272.0,1.0,74.0,2.0,1,14.0,9.29732173126907,77.0
CL109473,2024-08-29,2024-10-01,Delhi,Home,Website,Unknown,50.0,60000.0,120336.0,1.0,54.0,4.0,0,33.0,2.0056,59.0
CL054198,2024-10-01,2025-09-02,Jaipur,Health,Agent,Unknown,33.0,4480.0,61120.0,0.0,131.0,2.0,1,336.0,13.642857142857142,133.0
CL234309,2024-06-15,2025-04-02,Kolkata,Motor,Website,Bike,70.0,10950.0,300000.0,0.0,210.0,2.0,1,291.0,27.397260273972602,212.0
CL195193,2024-10-01,2025-03-28,Jaipur,Home,Website,Unknown,42.0,5718.0,62035.0,1.0,0.0,5.0,0,178.0,10.849073102483386,6.0
CL031469,2024-05-04,2024-09-28,Pune,Home,App,Unknown,52.0,1338.0,57296.0,1.0,0.0,2.0,0,147.0,42.82212257100149,3.0
CL085840,2024-10-01,2025-02-12,Pune,Home,Website,Unknown,21.0,9427.0,27052.0,2.0,194.0,2.0,1,134.0,2.8696297867826455,198.0
CL216302,2023-09-13,2024-10-01,Bengaluru,Travel,Website,Unknown,42.0,7520.0,76916.0,1.0,29.0,2.0,0,384.0,10.228191489361702,32.0
CL026719,2023-06-05,2024-10-01,Jaipur,Health,Partner,Unknown,33.0,1833.0,14497.0,2.0,129.0,5.0,1,484.0,7.908892525913802,136.0
CL033004,2023-12-11,2025-11-14,Mumbai,Travel,Partner,Unknown,29.0,9357.0,28194.0,1.0,162.0,2.0,0,704.0,3.0131452388586086,165.0
CL291839,2023-09-07,2024-10-01,Chennai,Travel,Agent,Unknown,18.0,7646.0,40861.0,0.0,119.0,4.0,1,390.0,5.344101490975674,123.0
CL221523,2023-05-08,2024-02-05,Bengaluru,Health,Partner,Unknown,28.0,2850.0,72893.0,1.0,243.0,1.0,1,273.0,25.576491228070175,245.0
